City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,harper,4.375,-7.7169,26.06,85,100,4.99,LR,1682567380
369,neiafu,-18.65,-173.9833,27.38,83,75,5.14,TO,1682567380
370,cienfuegos,22.1461,-80.4356,26.08,78,94,1.54,CU,1682567380
371,tanete,-3.9443,119.7848,28.24,81,96,2.59,ID,1682567381
372,port hawkesbury,45.6169,-61.3485,2.32,97,0,1.03,CA,1682567381
373,alofi,-19.0595,-169.9187,26.94,78,75,4.63,NU,1682567114
374,moyale,3.5167,39.0584,19.84,90,22,0.95,KE,1682567381
375,krasnyy chikoy,50.3643,108.7512,-1.39,83,100,4.87,RU,1682567381
376,nargana,9.4428,-78.5906,25.83,80,65,2.76,PA,1682567382
377,lensk,60.7253,114.9278,2.68,71,100,3.62,RU,1682567104
378,grootegast,53.2125,6.2736,3.87,1,31,2.04,NL,1682567382
379,dali,25.7,100.1833,23.26,29,10,5.12,CN,1682567382
380,mackay,-21.15,149.2,27.05,71,46,7.13,AU,1682567383
381,mount gambier,-37.8333,140.7667,20.92,48,39,4.94,AU,1682567383
382,hasaki,35.7333,140.8333,24.05,48,0,5.99,JP,1682567383
383,olaine,56.7853,23.9381,3.29,93,0,1.54,LV,1682567383
384,xiuyan,40.2928,123.2744,12.67,56,94,6.79,CN,1682567384
385,lamu,-2.2717,40.902,25.12,82,77,6.86,KE,1682567384
386,lata,40.1629,-8.3327,16.56,60,100,0.76,PT,1682567384
387,tiznit,29.5833,-9.5,23.72,30,96,1.27,MA,1682567384
388,kirkwall,58.9848,-2.9587,1.03,80,99,1.54,GB,1682567385
389,teguldet,57.3064,88.1667,5.79,71,100,2.05,RU,1682567385
390,faya,18.3851,42.4509,12.06,50,0,1.22,SA,1682567385
391,ust-nera,64.5667,143.2,-0.11,76,77,0.96,RU,1682567385
392,atasu,48.6814,71.6433,18.9,29,12,4.64,KZ,1682567386
393,hambantota,6.1241,81.1185,26.19,100,100,1.54,LK,1682567387
394,bloomfield,40.8068,-74.1854,11.62,82,100,1.54,US,1682567387
395,atar,20.5169,-13.0499,29.47,23,0,1.73,MR,1682567387
396,fairbanks,64.8378,-147.7164,5.19,55,75,2.57,US,1682567385
397,turayf,31.6725,38.6637,13.14,30,0,5.14,SA,1682567388
398,chaohu,31.6,117.8667,23.99,47,32,4.04,CN,1682567388
399,danshui,22.7984,114.4672,23.97,64,99,3.6,CN,1682567388
400,visegrad,43.7847,19.2992,2.47,93,27,1.15,BA,1682567389
401,sinjar,36.3209,41.8754,18.84,41,46,2.67,IQ,1682567389
402,magadan,59.5667,150.8,2.08,74,37,1.66,RU,1682567390
403,susanville,40.4163,-120.653,14.91,38,0,2.57,US,1682567390
404,ostrovnoy,68.0531,39.5131,0.55,86,100,1.99,RU,1682567390
405,chipinge,-20.1883,32.6236,13.5,94,37,1.74,ZW,1682567391
406,kholtoson,50.2981,103.3097,-1.7,58,100,4.87,RU,1682567391
407,bar harbor,44.3876,-68.2039,5.01,78,92,0.89,US,1682567219
408,derzhavinsk,51.1,66.3167,18.97,31,74,6.06,KZ,1682567391
409,menongue,-14.6585,17.691,14.99,59,12,1.41,AO,1682567392
410,tapejara,-28.0681,-52.0139,14.17,94,45,0.76,BR,1682567392
411,sena madureira,-9.0656,-68.6569,22.22,97,76,0.91,BR,1682567392
412,methoni,36.8197,21.7049,12.9,80,1,4.8,GR,1682567393
413,serra branca,-6.5333,-38.2667,23.44,87,100,1.12,BR,1682567393
414,artesia,33.8658,-118.0831,25.04,83,75,4.12,US,1682567393
415,farmington,36.7281,-108.2187,14.38,27,0,4.63,US,1682567394
416,karratha,-20.7377,116.8463,30.1,34,100,2.34,AU,1682567394
417,los andes,-32.8337,-70.5983,15.01,43,4,0.76,CL,1682567394
418,nhulunbuy,-12.2333,136.7667,30.34,70,75,5.14,AU,1682567394
419,acarigua,9.5545,-69.1956,27.08,67,98,1.05,VE,1682567394
420,sawakin,19.1059,37.3321,26.98,57,69,2.76,SD,1682567395
421,temiscaming,46.7212,-79.0971,3.75,93,85,1.54,CA,1682567395
422,mbandaka,0.0487,18.2603,20.68,93,94,0.73,CD,1682567395
423,port-de-bouc,43.4,4.9833,13.12,94,0,1.54,FR,1682567395
424,victoria,22.2855,114.1577,26.09,72,100,6.71,HK,1682567396
425,doka,13.5167,35.7667,30.21,38,100,3.72,SD,1682567396
426,ust-tsilma,65.441,52.1498,-2.28,91,98,3.81,RU,1682567396
427,marsa matruh,31.3525,27.2453,17.11,55,0,1.54,EG,1682567396
428,irkutsk,52.2978,104.2964,0.43,64,40,11.18,RU,1682567397
429,swan hill,-35.3378,143.5544,26.75,29,61,9.24,AU,1682567397
430,riyadh,24.6877,46.7219,18.08,63,0,0.3,SA,1682567100
431,igarka,67.4667,86.5833,-4.15,89,98,3.84,RU,1682567143
432,kallithiron,39.2817,21.9061,8.35,77,0,0.97,GR,1682567397
433,beitbridge,-22.2167,30.0,18.88,85,4,3.35,ZW,1682567398
434,zharkent,44.1628,80.0,20.19,22,0,4.37,KZ,1682567398
435,lakes entrance,-37.8811,147.981,23.42,39,53,3.73,AU,1682567398
436,kimbe,-5.5502,150.1429,30.85,66,46,2.83,PG,1682567398
437,buritizeiro,-17.3511,-44.9622,23.88,60,100,1.31,BR,1682567399
438,povoa de varzim,41.3834,-8.7636,16.2,94,0,1.54,PT,1682567269
439,boa vista,2.8197,-60.6733,22.99,100,40,0.51,BR,1682567399
440,blagoyevo,63.3667,47.9167,-0.04,85,100,4.14,RU,1682567399
441,saint anthony,45.0205,-93.218,12.18,46,0,6.17,US,1682567158
442,vila velha,-20.3297,-40.2925,24.97,93,40,2.57,BR,1682567138
443,ketchikan,55.3422,-131.6461,8.26,71,75,2.06,US,1682567400
444,ambilobe,-13.2,49.05,23.62,92,100,1.25,MG,1682567401
445,lodwar,3.1191,35.5973,25.68,68,16,0.77,KE,1682567401
446,yumen,40.2833,97.2,12.58,23,4,13.89,CN,1682567401
447,krasnovishersk,60.4078,57.082,10.66,83,72,2.82,RU,1682567402
448,grand gaube,-20.0064,57.6608,25.77,75,41,1.34,MU,1682567402
449,curup,-3.4667,102.5333,24.86,84,100,1.64,ID,1682567402
450,imbituba,-28.24,-48.6703,18.73,91,4,2.53,BR,1682567402
451,presidencia roque saenz pena,-26.7852,-60.4388,15.98,79,0,1.17,AR,1682567402
452,pyaozerskiy,65.8333,31.1667,-0.94,94,97,3.58,RU,1682567403
453,naze,28.3667,129.4833,21.51,59,18,4.67,JP,1682567403
454,natal,-5.795,-35.2094,24.36,94,75,2.06,BR,1682567403
455,kolyvan,55.3053,82.7391,8.79,71,100,2.56,RU,1682567403
456,wahiawa,21.5028,-158.0236,26.18,77,100,4.63,US,1682567404
457,kasongo-lunda,-6.4667,16.8167,21.12,97,100,0.9,CD,1682567404
458,itarema,-2.9248,-39.9167,24.84,89,99,2.21,BR,1682567129
459,kjopsvik,68.097,16.3742,1.93,88,100,1.69,NO,1682567404
460,shache,38.4167,77.2406,18.55,29,100,4.45,CN,1682567405
461,kushiro,42.975,144.3747,14.53,30,40,7.72,JP,1682567405
462,daru,-9.0763,143.2092,27.43,81,100,6.06,PG,1682567405
463,xuddur,4.1213,43.8894,25.83,74,94,3.92,SO,1682567405
464,filiates,39.6011,20.3119,11.43,79,1,2.41,GR,1682567406
465,portsmouth,50.799,-1.0913,10.54,86,83,5.47,GB,1682567406
466,goderich,43.7501,-81.7165,4.39,93,6,1.54,CA,1682567185
467,buchanan,5.8808,-10.0467,24.54,85,100,1.25,LR,1682567407
468,oranjemund,-28.55,16.4333,12.49,87,61,0.6,,1682567407
469,ayagoz,47.9714,80.4392,16.49,34,10,2.37,KZ,1682567407
470,guadalupe y calvo,26.1,-106.9667,7.25,40,22,1.58,MX,1682567408
471,la tuque,47.4334,-72.7824,5.14,87,88,1.03,CA,1682567408
472,moorhead,46.8739,-96.7676,5.98,81,0,0.0,US,1682567408
473,canto do buriti,-8.11,-42.9444,23.66,71,82,1.27,BR,1682567408
474,kontagora,10.3999,5.4695,24.85,76,100,1.9,NG,1682567409
475,kencong,-8.2833,113.3667,29.38,73,15,2.65,ID,1682567409
476,cap malheureux,-19.9842,57.6142,25.82,75,45,1.34,MU,1682567409
477,dalbandin,28.8947,64.4101,26.14,23,61,1.59,PK,1682567409
478,kuybyshevo,47.8123,38.9073,12.37,88,100,4.4,RU,1682567410
479,tiksi,71.6872,128.8694,-5.33,80,52,1.23,RU,1682567410
480,krasnoselkup,65.7,82.4667,-3.12,89,83,2.73,RU,1682567410
481,chicama,-7.8447,-79.1469,23.3,77,95,2.7,PE,1682567410
482,ginir,7.1333,40.7,15.26,86,19,1.25,ET,1682567411
483,myingyan,21.4667,95.3833,36.99,23,39,3.39,MM,1682567411
484,isla mujeres,21.2311,-86.731,27.03,80,87,6.07,MX,1682567411
485,caravelas,-17.7125,-39.2481,22.85,91,0,1.15,BR,1682567411
486,simplicio mendes,-7.8539,-41.9103,23.33,71,41,2.27,BR,1682567412
487,erseke,40.3378,20.6789,1.69,86,2,2.25,AL,1682567412
488,polunochnoye,60.8697,60.4153,12.66,67,61,1.55,RU,1682567412
489,yulara,-25.2406,130.9889,25.74,30,100,1.84,AU,1682567413
490,umba,66.6871,34.3429,0.1,74,99,4.08,RU,1682567413
491,mayo,38.8876,-76.5119,13.97,76,75,5.66,US,1682567413
492,port antonio,18.18,-76.4612,27.95,80,25,2.09,JM,1682567414
493,awjilah,29.1081,21.2869,20.21,30,0,3.92,LY,1682567414
494,tilichiki,60.4667,166.1,-2.66,74,9,2.23,RU,1682567414
495,spasskoye,44.6108,132.7969,15.68,32,5,8.71,RU,1682567414
496,norwich,52.6278,1.2983,8.29,89,20,1.54,GB,1682567415
497,los llanos de aridane,28.6585,-17.9182,15.62,87,0,2.06,ES,1682567415
498,buala,-8.145,159.5921,28.99,71,54,1.63,SB,1682567415
499,novikovo,51.1537,37.8879,11.47,71,91,2.4,RU,1682567416
500,ritchie,-29.038,24.6028,13.56,38,22,4.47,ZA,1682567416
501,ambulu,-8.345,113.6058,29.26,79,22,2.7,ID,1682567416
502,erenhot,43.6475,111.9767,11.17,9,88,5.89,CN,1682567416
503,campeche,19.0,-90.5,28.18,57,96,1.95,MX,1682567416
504,mokhsogollokh,61.4681,128.9203,2.93,75,81,3.88,RU,1682567417
505,basoko,1.2391,23.616,20.06,96,76,1.3,CD,1682567417
506,gananoque,44.3334,-76.1661,4.39,88,52,1.97,CA,1682567417
507,nyurba,63.2842,118.3319,0.7,99,100,1.36,RU,1682567417
508,lasa,46.6166,10.7002,5.2,83,55,1.79,IT,1682567418
509,rochegda,62.8,43.25,2.78,91,100,3.48,RU,1682567418
510,coquimbo,-29.9533,-71.3436,13.85,100,100,0.0,CL,1682567335
511,thanh hoa,19.8,105.7667,28.48,61,53,3.68,VN,1682567418
512,preobrazheniye,42.9019,133.9064,10.0,64,15,7.99,RU,1682567418
513,nanortalik,60.1432,-45.2371,-0.41,93,33,0.71,GL,1682567419
514,cabedelo,-6.9811,-34.8339,24.37,83,50,3.42,BR,1682567419
515,sao francisco,-15.9486,-44.8644,20.79,52,11,0.61,BR,1682567419
516,filadelfia,39.9523,-75.1638,10.14,86,75,3.6,US,1682567389
517,bosaso,11.2842,49.1816,31.04,59,48,2.66,SO,1682567420
518,pozhva,59.0912,56.0847,8.67,90,60,3.47,RU,1682567420
519,matara,5.9485,80.5353,28.76,76,100,3.63,LK,1682567420
520,ziro,27.6333,93.8333,13.41,72,99,1.34,IN,1682567420
521,kungurtug,50.5994,97.5228,-1.3,51,65,2.1,RU,1682567421
522,kalangala,-0.3089,32.225,19.64,73,91,4.59,UG,1682567421
523,las vegas,36.175,-115.1372,26.38,17,0,2.57,US,1682566877
524,suntar,62.1444,117.6319,1.32,100,100,1.41,RU,1682567421
525,magistralnyy,56.1725,107.4458,3.28,67,100,2.92,RU,1682567421
526,magnolia,33.2671,-93.2393,13.83,100,100,3.5,US,1682567422
527,tabou,4.423,-7.3528,25.75,88,100,4.2,CI,1682567422
528,vikulovo,56.8167,70.6107,18.17,41,100,6.95,RU,1682567422
529,waipawa,-41.4122,175.5153,12.66,63,1,2.67,NZ,1682567422
530,pokhara,28.2333,83.9833,26.55,25,100,2.4,NP,1682567422
531,biak,-0.9131,122.8766,28.25,75,71,0.97,ID,1682567423
532,zemio,5.0314,25.1361,19.98,91,54,1.44,CF,1682567423
533,lucapa,-8.4192,20.7447,18.27,97,100,0.81,AO,1682567424
534,coos bay,43.3665,-124.2179,14.62,76,0,7.2,US,1682567281
535,plouzane,48.3833,-4.6167,10.03,93,100,3.09,FR,1682567425
536,maine-soroa,13.2114,12.0241,28.89,16,33,3.03,NE,1682567425
537,akyab,20.15,92.9,31.09,50,43,3.23,MM,1682567426
538,kamenka,51.3223,42.7678,12.59,74,97,2.36,RU,1682567426
539,komsomolskiy,40.4272,71.7189,19.4,42,99,2.06,UZ,1682567427
540,durango,24.8333,-104.8333,15.12,22,37,4.49,MX,1682567097
541,alyangula,-13.8483,136.4192,29.57,64,64,5.56,AU,1682567427
542,kenitra,34.261,-6.5802,15.42,70,23,2.4,MA,1682567427
543,saint-francois,46.4154,3.9054,8.15,93,0,1.54,FR,1682567428
544,changji,44.0167,87.3167,18.44,24,0,3.0,CN,1682567428
545,elko,41.0002,-115.5012,14.01,35,94,2.68,US,1682567428
546,innisfail,-17.5333,146.0333,23.99,81,75,5.6,AU,1682567429
547,benin,9.5,2.25,23.57,76,100,2.12,BJ,1682567429
548,korhogo,9.45,-5.6333,22.71,81,84,1.73,CI,1682567429
549,poco verde,-10.7083,-38.1833,21.0,98,29,1.48,BR,1682567429
550,marquette,46.5333,-87.6335,1.69,77,72,3.42,US,1682567297
551,mercedes,-34.6515,-59.4307,16.59,72,25,2.85,AR,1682567430
552,lubango,-14.9172,13.4925,15.92,77,0,3.09,AO,1682567430
553,port augusta,-32.5,137.7667,25.81,24,0,6.47,AU,1682567430
554,ulaangom,49.9811,92.0667,3.73,30,2,1.88,MN,1682567431
555,kuusamo,65.9667,29.1833,0.02,64,100,4.63,FI,1682567431
556,manyana,-23.4,21.7167,20.33,44,2,3.34,BW,1682567431
557,oksfjord,70.2396,22.3479,4.1,94,79,6.25,NO,1682567432
558,manggar,-2.8833,108.2667,30.07,62,100,2.66,ID,1682567432
559,palauig,15.435,119.9045,30.14,64,56,3.83,PH,1682567432
560,hobyo,5.3505,48.5268,29.32,74,11,4.4,SO,1682567433
561,izumo,35.3667,132.7667,16.97,51,20,2.57,JP,1682567260
562,beyneu,45.3167,55.2,18.52,70,100,3.61,KZ,1682567433
563,carauari,-4.8828,-66.8958,23.88,92,99,0.62,BR,1682567433
564,alice springs,-23.7,133.8833,30.75,27,40,3.6,AU,1682567434
565,muroto,33.2833,134.15,16.49,56,20,1.24,JP,1682567325
566,dudinka,69.4058,86.1778,-4.76,92,100,2.37,RU,1682567434
567,nivelles,50.5983,4.3285,4.13,85,0,2.06,BE,1682567434
568,carballo,43.213,-8.691,14.95,93,98,1.54,ES,1682567435
569,carta,46.5333,25.75,2.0,96,100,1.14,RO,1682567435
570,ojinaga,29.5667,-104.4167,25.53,20,0,5.66,MX,1682567435
571,graaff-reinet,-32.2522,24.5308,20.59,31,100,4.22,ZA,1682567435
572,kailua,21.4022,-157.7394,27.99,92,100,3.6,US,1682567435
573,lavumisa,-27.31,31.892,19.98,93,70,3.13,SZ,1682567436
574,kawalu,-7.3817,108.2082,30.67,58,96,1.74,ID,1682567436
575,port hedland,-20.3167,118.5667,30.03,37,100,4.63,AU,1682567436
576,puerto escondido,15.85,-97.0667,26.67,77,100,3.27,MX,1682567436
577,muros,42.7762,-9.0603,15.93,94,99,1.07,ES,1682567437
578,gamba,-2.65,10.0,25.05,90,100,1.89,GA,1682567437
579,coihaique,-45.5752,-72.0662,5.34,75,20,1.54,CL,1682567437
580,miri,4.4148,114.0089,30.08,74,40,2.57,MY,1682567437
581,shingu,33.7333,135.9833,18.28,52,2,3.14,JP,1682567437
582,caxito,-8.5785,13.6643,22.79,97,96,0.8,AO,1682567438
583,visby,57.6409,18.296,4.34,93,1,3.6,SE,1682567438
584,zaysan,47.4667,84.8667,16.4,35,13,5.58,KZ,1682567438
585,kabalo,-6.05,26.9167,20.0,97,94,1.27,CD,1682567438
586,sorland,67.667,12.6934,1.92,99,100,2.6,NO,1682567438
587,hede,33.7681,120.2517,22.08,46,94,5.61,CN,1682567439
